No.	Pokémon	Entry	Bucket	Weight	Lv. Min	Lv. Max	Biomes	Excluded Biomes	Time	Weather	Multipliers	Context	Presets	Conditions	Anticonditions	skyLightMin	skyLightMax	canSeeSky	
750	Mudsdale	1	common	0.2	30	50	Badlands, Grassland		any	any	Night x0.25	grounded	Natural			8	15		
751	Dewpider	3	uncommon	5.04	2	27	Forest, Freshwater, Grassland, Jungle	Freezing	any	any		fishing			minLureLevel = 1			TRUE	
751	Dewpider	4	common	1.8	2	27	Forest, Freshwater, Grassland, Jungle	Freezing	any	any	Lure3 x3	fishing		minLureLevel = 1				TRUE	
751	Dewpider	5	uncommon	5.04	2	27	Forest, Freshwater, Grassland, Jungle	Freezing	any	any		fishing			minLureLevel = 1	8	15	FALSE	
751	Dewpider	6	common	1.8	2	27	Forest, Freshwater, Grassland, Jungle	Freezing	any	any	Lure3 x3	fishing		minLureLevel = 1		8	15	FALSE	
751	Dewpider	1	uncommon	8.4	2	27	Freshwater	Freezing	any	any		grounded				8	15		
751	Dewpider	2	common	1.8	2	27	Freshwater	Freezing	any	any		seafloor	Water					TRUE	
752	Araquanid	3	uncommon	0.96	22	45	Forest, Freshwater, Grassland, Jungle	Freezing	any	any		fishing			minLureLevel = 1			TRUE	
752	Araquanid	4	common	0.2	22	45	Forest, Freshwater, Grassland, Jungle	Freezing	any	any	Lure3 x3	fishing		minLureLevel = 1				TRUE	
752	Araquanid	5	uncommon	0.96	22	45	Forest, Freshwater, Grassland, Jungle	Freezing	any	any		fishing			minLureLevel = 1	8	15	FALSE	
752	Araquanid	6	common	0.2	22	45	Forest, Freshwater, Grassland, Jungle	Freezing	any	any	Lure3 x3	fishing		minLureLevel = 1		8	15	FALSE	
752	Araquanid	1	uncommon	1.6	22	45	Freshwater	Freezing	any	any		grounded				8	15		
752	Araquanid	2	common	0.2	22	45	Freshwater	Freezing	any	any		seafloor	Water					TRUE	
753	Fomantis	1	common	9	1	25	Floral		any	any	Day x0.25	grounded	Natural, Wild			8	15		
753	Fomantis	2	common	5.4	1	25	Jungle, Tropical Island		any	any	Day x0.25	grounded	Natural, Wild			8	15		
753	Fomantis	3	common	9	1	25	Floral Meadow		any	any		grounded			structure:#the_bumblezone:sempiternal_sanctums			any	
754	Lurantis	1	common	1	34	48	Floral		any	any	Day x0.25	grounded	Natural, Wild			8	15		
754	Lurantis	2	common	0.6	34	48	Jungle, Tropical Island		any	any	Day x0.25	grounded	Natural, Wild			8	15		
754	Lurantis	3	common	1	34	48	Floral Meadow		any	any		grounded			structure:#the_bumblezone:sempiternal_sanctums			any	
755	Morelull	1	common	1.8	4	29	Aether, Jungle, Magical, Mushroom		any	any		grounded	Natural	maxLight = 7				any	
755	Morelull	2	common	1.8	4	29	Lush		any	any		grounded	Natural		structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9	0	7		
755	Morelull	3	common	9	4	29	Nether Fungus		any	any		grounded	Natural					any	
755	Morelull	4	common	1.8	4	29	Overworld	Lush	any	any		grounded	Natural	structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9		0	7		
756	Shiinotic	1	common	0.2	24	41	Aether, Jungle, Magical, Mushroom		any	any		grounded	Natural	maxLight = 7				any	
756	Shiinotic	2	common	0.2	24	41	Lush		any	any		grounded	Natural		structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9	0	7		
756	Shiinotic	3	common	1	24	41	Nether Fungus		any	any		grounded	Natural					any	
756	Shiinotic	4	common	0.2	24	41	Overworld	Lush	any	any		grounded	Natural	structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9		0	7		
757	Salandit	1	common	9.9	7	32	Volcanic		any	any		grounded	Natural					any	
757	Salandit	2	common	9.9	7	32	Badlands, Mountain	Volcanic	any	any		grounded	Natural	#minecraft:lava		0	7		
757	Salandit	3	common	9.9	7	32	Nether Basalt		any	any		grounded	Natural					any	
757	Salandit	4	common	5.94	7	32	Nether Desert		any	any		grounded	Natural					any	
758	Salazzle	1	common	0.1	33	48	Volcanic		any	any		grounded	Natural					any	
758	Salazzle	2	common	0.1	33	48	Badlands, Mountain	Volcanic	any	any		grounded	Natural	#minecraft:lava		0	7		
758	Salazzle	3	common	0.1	33	48	Nether Basalt		any	any		grounded	Natural					any	
758	Salazzle	4	common	0.06	33	48	Nether Desert		any	any		grounded	Natural					any	
759	Stufful	1	common	9	9	34	Bamboo		any	any		grounded	Natural			8	15		
760	Bewear	1	common	1	27	50	Bamboo		any	any		grounded	Natural			8	15		
761	Bounsweet	1	common	1.8	1	21	Jungle, Tropical Island		any	any		grounded	Natural, Treetop			8	15		
762	Steenee	1	common	0.18	18	29	Jungle, Tropical Island		any	any		grounded	Natural			8	15		
763	Tsareena	1	common	0.02	28	51	Jungle, Tropical Island		any	any		grounded	Natural			8	15		
764	Comfey	1	uncommon	10	24	49	Floral, Tropical Island		any	clear		grounded	Natural			8	15		
764	Comfey	2	rare	10	24	49	Aether, Overworld		any	clear		grounded	Natural	#cobblemon:flowers		8	15		
764	Comfey	3	uncommon	2	24	49	Floral Meadow		any	clear		grounded			structure:#the_bumblezone:sempiternal_sanctums			any	
767	Wimpod	1	uncommon	8.4	1	23	Coast		any	any		grounded	Natural, Wild			8	15		
767	Wimpod	2	uncommon	8.4	1	23	Tropical Island		any	any		grounded	Natural, Wild	#minecraft:water		8	15		
767	Wimpod	3	uncommon	5.04	1	23	Overworld	Deep Dark	any	any		grounded	Natural	#minecraft:water, maxY = 0		0	7		
767	Wimpod	4	uncommon	5.04	1	23	Overworld	Deep Dark	any	any		seafloor	Water	maxY = 0		0	7		
767	Wimpod	5	uncommon	8.4	1	23	Coast, Tropical Island		any	any		fishing			minLureLevel = 1			TRUE	
767	Wimpod	6	common	9	1	23	Coast, Tropical Island		any	any	Lure1/2 x0.6	fishing		minLureLevel = 1				TRUE	
767	Wimpod	7	common	9	1	23	Overworld	Deep Dark	any	any	Lure0/1 x0.6	fishing				0	7		
767	Wimpod	8	uncommon	8.4	1	23	Coast, Tropical Island		any	any		fishing			minLureLevel = 1	8	15	FALSE	
767	Wimpod	9	common	9	1	23	Coast, Tropical Island		any	any	Lure1/2 x0.6	fishing		minLureLevel = 1		8	15	FALSE	
768	Golisopod	1	uncommon	1.6	30	53	Coast		any	any		grounded	Natural, Wild			8	15		
768	Golisopod	2	uncommon	1.6	30	53	Tropical Island		any	any		grounded	Natural, Wild	#minecraft:water		8	15		
768	Golisopod	3	uncommon	0.96	30	53	Overworld	Deep Dark	any	any		grounded	Natural	#minecraft:water, maxY = 0		0	7		
768	Golisopod	4	uncommon	0.96	30	53	Overworld	Deep Dark	any	any		seafloor	Water	maxY = 0		0	7		
768	Golisopod	5	uncommon	1.6	30	53	Coast, Tropical Island		any	any		fishing			minLureLevel = 1			TRUE	
768	Golisopod	6	common	1	30	53	Coast, Tropical Island		any	any	Lure1/2 x0.6	fishing		minLureLevel = 1				TRUE	
768	Golisopod	7	common	1	30	53	Overworld	Deep Dark	any	any	Lure0/1 x0.6	fishing				0	7		
768	Golisopod	8	uncommon	1.6	30	53	Coast, Tropical Island		any	any		fishing			minLureLevel = 1	8	15	FALSE	
768	Golisopod	9	common	1	30	53	Coast, Tropical Island		any	any	Lure1/2 x0.6	fishing		minLureLevel = 1		8	15	FALSE	
769	Sandygast	1	common	1.8	7	32	Beach	Freezing	any	any	Night x1.5	grounded		on #minecraft:sand, on #c:sand		8	15		
770	Palossand	1	common	0.2	42	48	Beach	Freezing	any	any	Night x1.5	grounded		on #minecraft:sand, on #c:sand		8	15		
771	Pyukumuku	1	uncommon	6	16	41	Beach		any	any		grounded	Natural			8	15		
771	Pyukumuku	2	common	2	16	41	Ocean	Frozen Ocean, Warm Ocean	any	any		seafloor	Water	minY = 48				TRUE	
771	Pyukumuku	3	common	10	16	41	Warm Ocean		any	any		seafloor	Water					TRUE	
771	Pyukumuku	4	common	2	16	41	Beach, Ocean	Frozen Ocean, Warm Ocean	any	any	Lure2 x3, Lure3 x5	fishing						TRUE	
771	Pyukumuku	5	common	10	16	41	Warm Ocean		any	any		fishing						TRUE	
771	Pyukumuku	6	common	2	16	41	Beach, Ocean	Frozen Ocean, Warm Ocean	any	any	Lure2 x3, Lure3 x5	fishing				8	15	FALSE	
771	Pyukumuku	7	common	10	16	41	Warm Ocean		any	any		fishing				8	15	FALSE	
775	Komala	1	common	6	23	48	Skyroot Forest, Skyroot Woodland, Savanna		any	any		grounded	Natural, Foliage, Treetop, Wild			8	15		
776	Turtonator	1	uncommon	10	24	49	Nether Basalt		any	any		grounded	Natural, Wild					any	
776	Turtonator	2			24	49	Thermal		any	clear		grounded	Natural, Wild			8	15		
776	Turtonator	3			24	49	Thermal		any	any		grounded	Natural			0	7		
776	Turtonator	4			24	49	Volcanic		any	clear		grounded	Natural, Wild			8	15		
776	Turtonator	5			24	49	Volcanic		any	any		grounded	Natural			0	7		
778	Mimikyu	1	rare	10	23	48	Spooky		any	any		grounded	Natural			8	15		
778	Mimikyu	2	uncommon	10	23	48	Overworld		any	any		grounded	Mansion					FALSE	
779	Bruxish	1	uncommon	10	23	48	Warm Ocean		any	any		submerged	Water					TRUE	
779	Bruxish	2	uncommon	10	23	48	Warm Ocean		any	any		fishing			minLureLevel = 1			TRUE	
779	Bruxish	3	common	10	23	48	Warm Ocean		any	any	Lure1/2 x0.6	fishing		minLureLevel = 1				TRUE	
779	Bruxish	4	uncommon	10	23	48	Warm Ocean		any	any		submerged	Water			8	15	FALSE	
779	Bruxish	5	uncommon	10	23	48	Warm Ocean		any	any		fishing			minLureLevel = 1	8	15	FALSE	
779	Bruxish	6	common	10	23	48	Warm Ocean		any	any	Lure1/2 x0.6	fishing		minLureLevel = 1		8	15	FALSE	
781	Dhelmise	1	common	10	27	52	Ocean		any	any		submerged	Water	structure:#minecraft:shipwreck				TRUE	
781	Dhelmise	2	common	10	27	52	Ocean		any	any		fishing		structure:#minecraft:shipwreck				TRUE	
781	Dhelmise	3	rare	6	27	52	Ocean		any	any		fishing						TRUE	
781	Dhelmise	4	common	10	27	52	Ocean		any	any		submerged	Water	structure:#minecraft:shipwreck		8	15	FALSE	
781	Dhelmise	5	common	10	27	52	Ocean		any	any		fishing		structure:#minecraft:shipwreck		8	15	FALSE	
781	Dhelmise	7	rare	6	27	52	Ocean		any	any		fishing				8	15	FALSE	
781	Dhelmise	8	common	20	27	52	Ocean		any	any		submerged	Water	structure:#cobblemon:shipwreck_cove, minY = -60, maxY = 13				any	
781	Dhelmise	9	common	20	27	52	Ocean		any	any		fishing		structure:#cobblemon:shipwreck_cove, minY = -60, maxY = 13				any	
782	Jangmo-o	1	ultra-rare	6	5	30	Jungle		any	any		grounded	Natural, Wild	minY = 0				any	
782	Jangmo-o	2	rare	7.5	5	30	Tropical Island		any	any		grounded	Natural, Wild	minY = 0				any	
783	Hakamo-o	1	ultra-rare	3.6	35	42	Jungle		any	any		grounded	Natural, Wild	minY = 0				any	
783	Hakamo-o	2	rare	2.25	35	42	Tropical Island		any	any		grounded	Natural, Wild	minY = 0				any	
784	Kommo-o	1	ultra-rare	0.4	45	60	Jungle		any	any		grounded	Natural, Wild	minY = 0				any	
784	Kommo-o	2	rare	0.25	45	60	Tropical Island		any	any		grounded	Natural, Wild	minY = 0				any	
810	Grookey	1	ultra-rare	6	5	31	Jungle, Tropical Island		any	any		grounded	Natural, Treetop			8	15		
811	Thwackey	1	ultra-rare	3.6	16	42	Jungle, Tropical Island		any	any		grounded	Natural, Treetop			8	15		
812	Rillaboom	1	ultra-rare	0.4	35	53	Jungle, Tropical Island		any	any		grounded	Natural, Treetop			8	15		
813	Scorbunny	1	ultra-rare	6	5	31	Grassland, Skyroot Grove, Skyroot Meadow, Tundra		any	any		grounded	Natural			8	15		
814	Raboot	1	ultra-rare	3.6	16	42	Grassland, Skyroot Grove, Skyroot Meadow, Tundra		any	any		grounded	Natural			8	15		
815	Cinderace	1	ultra-rare	0.4	35	53	Grassland, Skyroot Grove, Skyroot Meadow, Tundra		any	any		grounded	Natural			8	15		
816	Sobble	1	ultra-rare	6	5	31	Swamp		any	any		grounded	Natural			8	15		
816	Sobble	2	ultra-rare	6	5	31	Jungle		any	any		grounded	Natural	#minecraft:water		8	15		
816	Sobble	3	ultra-rare	6	5	31	Jungle, Swamp		any	any		submerged	Water					TRUE	
816	Sobble	4	ultra-rare	6	5	31	Forest, Jungle, Swamp		any	any		fishing						TRUE	
817	Drizzile	1	ultra-rare	3.6	16	42	Swamp		any	any		grounded	Natural			8	15		
817	Drizzile	2	ultra-rare	3.6	16	42	Jungle		any	any		grounded	Natural	#minecraft:water		8	15		
817	Drizzile	3	ultra-rare	3.6	16	42	Jungle, Swamp		any	any		submerged	Water					TRUE	
817	Drizzile	4	ultra-rare	3.6	16	42	Forest, Jungle, Swamp		any	any		fishing						TRUE	
818	Inteleon	1	ultra-rare	0.4	35	53	Swamp		any	any		grounded	Natural			8	15		
818	Inteleon	2	ultra-rare	0.4	35	53	Jungle		any	any		grounded	Natural	#minecraft:water		8	15		
818	Inteleon	3	ultra-rare	0.4	35	53	Jungle, Swamp		any	any		submerged	Water					TRUE	
818	Inteleon	4	ultra-rare	0.4	35	53	Forest, Jungle, Swamp		any	any		fishing						TRUE	
821	Rookidee	1	common	9	1	25	Hills, Sky, Spooky, Taiga	Arid	day	any		grounded	Natural, Treetop			8	15		
822	Corvisquire	1	common	0.9	18	37	Hills, Sky, Spooky, Taiga	Arid	day	any		grounded	Natural, Treetop			8	15		
823	Corviknight	1	common	0.1	38	50	Hills, Sky, Spooky, Taiga	Arid	day	any		grounded	Natural, Treetop			8	15		
827	Nickit	1	common	1.8	1	25	Forest, Taiga		night	any		grounded	Natural			8	15		
827	Nickit	2	uncommon	8.4	1	25	Plains		night	any		grounded	Natural			8	15		
828	Thievul	1	common	0.2	18	46	Forest, Taiga		night	any		grounded	Natural			8	15		
828	Thievul	2	uncommon	1.6	18	46	Plains		night	any		grounded	Natural			8	15		
829	Gossifleur	1	common	9	1	25	Floral		any	clear	Night x0.25	grounded	Natural			8	15		
829	Gossifleur	2	common	9	1	25	Skyroot Grove, Skyroot Meadow		any	any		grounded	Natural			8	15		
829	Gossifleur	3	common	9	1	25	Floral Meadow		any	clear	Night x0.25	grounded			structure:#the_bumblezone:sempiternal_sanctums			any	
830	Eldegoss	1	common	1	20	46	Floral		any	clear	Night x0.25	grounded	Natural			8	15		
830	Eldegoss	2	common	1	20	46	Skyroot Grove, Skyroot Meadow		any	any		grounded	Natural			8	15		
830	Eldegoss	3	common	1	20	46	Floral Meadow		any	clear	Night x0.25	grounded			structure:#the_bumblezone:sempiternal_sanctums			any	
831	Wooloo	1	common	9	2	27	Mountain, Plains		any	any	Night x0.25	grounded	Natural			8	15		
831	Wooloo	2	common	9	2	27	Skyroot Grove, Skyroot Meadow		any	any		grounded	Natural			8	15		
832	Dubwool	1	common	1	24	49	Mountain, Plains		any	any	Night x0.25	grounded	Natural			8	15		
832	Dubwool	2	common	1	24	49	Skyroot Grove, Skyroot Meadow		any	any		grounded	Natural			8	15		
835	Yamper	1	common	5.4	2	27	Overworld	Freezing	any	any	Storm x5	grounded	Natural, Urban			8	15		
835	Yamper	2	common	5.4	2	27	Overworld	Freezing	any	any	Storm x5	grounded	Natural	structure:#minecraft:village		8	15		
836	Boltund	1	common	0.6	25	49	Overworld	Freezing	any	any	Storm x5	grounded	Natural, Urban			8	15		
836	Boltund	2	common	0.6	25	49	Overworld	Freezing	any	any	Storm x5	grounded	Natural	structure:#minecraft:village		8	15		
845	Cramorant	1	uncommon	10	23	48	Coast, Island, Sky	Freezing	any	any	Night x0.25	grounded				8	15		
845	Cramorant	2	uncommon	10	23	48	Coast, Island, Sky	Freezing	day	any		surface	Water			8	15		
845	Cramorant	4	uncommon	6	23	48	Coast, Ocean	Freezing	day	any		fishing			minLureLevel = 1	8	15		
845	Cramorant	5	common	2	23	48	Coast, Ocean	Freezing	day	any	Lure3 x3	fishing		minLureLevel = 1		8	15		
845	Cramorant	6	uncommon	10	23	48	Aether		any	any		grounded		#minecraft:water		8	15		
845	Cramorant	7	uncommon	10	23	48	Aether		any	any		surface	Water			8	15		
845	Cramorant	8	uncommon	6	23	48	Aether		any	any		fishing			minLureLevel = 1	8	15		
845	Cramorant	9	common	2	23	48	Aether		any	any	Lure3 x3	fishing		minLureLevel = 1		8	15		
846	Arrokuda	1	common	5.4	3	28	Ocean, Swamp	Freezing	any	any		submerged	Water					TRUE	
846	Arrokuda	2	common	9	3	28	Aether, Coast, Ocean, Swamp	Freezing	any	any	Lure0/1 x0.6	fishing						TRUE	
846	Arrokuda	3	common	5.4	3	28	Ocean, Swamp	Freezing	any	any		submerged	Water			8	15	FALSE	
846	Arrokuda	4	common	9	3	28	Aether, Coast, Ocean, Swamp	Freezing	any	any	Lure0/1 x0.6	fishing				8	15	FALSE	
847	Barraskewda	1	common	0.6	26	49	Ocean, Swamp	Freezing	any	any		submerged	Water					TRUE	
847	Barraskewda	2	common	1	26	49	Aether, Coast, Ocean, Swamp	Freezing	any	any	Lure0/1 x0.6	fishing						TRUE	
847	Barraskewda	3	common	0.6	26	49	Ocean, Swamp	Freezing	any	any		submerged	Water			8	15	FALSE	
847	Barraskewda	4	common	1	26	49	Aether, Coast, Ocean, Swamp	Freezing	any	any	Lure0/1 x0.6	fishing				8	15	FALSE	
850	Sizzlipede	1	common	5.4	6	31	Badlands, Volcanic		any	any		grounded	Natural, Wild			8	15		
850	Sizzlipede	2	common	5.4	6	31	Nether Basalt		any	any		grounded	Natural, Wild					any	
850	Sizzlipede	3	common	9	6	31	Nether Wasteland		any	any		grounded	Natural, Wild					any	
851	Centiskorch	1	common	0.6	28	53	Badlands, Volcanic		any	any		grounded	Natural, Wild			8	15		
851	Centiskorch	2	common	0.6	28	53	Nether Basalt		any	any		grounded	Natural, Wild					any	
851	Centiskorch	3	common	1	28	53	Nether Wasteland		any	any		grounded	Natural, Wild					any	
856	Hatenna	1	uncommon	8.4	2	27	Magical, Skyroot Forest, Skyroot Woodland		any	any		grounded	Natural, Wild			8	15		
856	Hatenna	2	common	1.8	2	27	Overworld		any	any		grounded		structure:minecraft:swamp_hut		8	15		
856	Hatenna	3	common	1.8	2	27	Overworld		any	any		grounded	Mansion					FALSE	
857	Hattrem	1	uncommon	1.44	32	37	Magical, Skyroot Forest, Skyroot Woodland		any	any		grounded	Natural, Wild			8	15		
857	Hattrem	2	common	0.18	32	37	Overworld		any	any		grounded		structure:minecraft:swamp_hut		8	15		
857	Hattrem	3	common	0.18	32	37	Overworld		any	any		grounded	Mansion					FALSE	
858	Hatterene	1	uncommon	0.16	42	51	Magical, Skyroot Forest, Skyroot Woodland		any	any		grounded	Natural, Wild			8	15		
858	Hatterene	2	common	0.02	42	51	Overworld		any	any		grounded		structure:minecraft:swamp_hut		8	15		
858	Hatterene	3	common	0.02	42	51	Overworld		any	any		grounded	Mansion					FALSE	
859	Impidimp	1	common	5.4	2	27	Magical		any	any	Night x1.5	grounded	Natural, Wild			8	15		
859	Impidimp	2	common	5.4	2	27	Nether Forest, Nether Warped	Nether Desert	any	any		grounded	Natural, Wild					any	
860	Morgrem	1	common	0.54	32	37	Magical		any	any	Night x1.5	grounded	Natural, Wild			8	15		
860	Morgrem	2	common	0.54	32	37	Nether Forest, Nether Warped	Nether Desert	any	any		grounded	Natural, Wild					any	
861	Grimmsnarl	1	common	0.06	42	51	Magical		any	any	Night x1.5	grounded	Natural, Wild			8	15		
861	Grimmsnarl	2	common	0.06	42	51	Nether Forest, Nether Warped	Nether Desert	any	any		grounded	Natural, Wild					any	
862	Obstagoon	1	common	0.1	35	52	Taiga		any	any	Night x1.5	grounded	Natural, Wild			8	15		
863	Perrserker	1	common	1	28	44	Freezing, Taiga		any	any	Night x1.5	grounded	Natural, Urban			8	15		
863	Perrserker	2	common	1	28	44	Freezing, Taiga		any	any	Night x1.5	grounded	Natural	structure:#minecraft:village		8	15		
865	Sirfetch'd	1	rare	1.25	33	51	Forest		any	any	Night x0.25	grounded	Natural, Wild		#minecraft:water	8	15		
868	Milcery	1	common	9.5	2	27	Aether, Overworld		any	any		grounded		minecraft:cake				any	
868	Milcery	2	uncommon	1.84	2	27	Aether, Overworld		any	any		grounded		minecraft:sugar_cane				any	
868	Milcery	3	common	1.9	2	27	Overworld		any	any		grounded	Mansion	minecraft:light_grey_carpet, minecraft:magenta_carpet, minecraft:white_carpet				FALSE	
869	Alcremie	1	common	0.5	22	50	Aether, Overworld		any	any		grounded		minecraft:cake				any	
869	Alcremie	2	uncommon	0.16	22	50	Aether, Overworld		any	any		grounded		minecraft:sugar_cane				any	
869	Alcremie	3	common	0.1	22	50	Overworld		any	any		grounded	Mansion	minecraft:light_grey_carpet, minecraft:magenta_carpet, minecraft:white_carpet				FALSE	
870	Falinks	1	uncommon	2	22	47	Badlands		any	any	Night x0.25	grounded	Natural			8	15		
870	Falinks	2	uncommon	100	22	47	Nether		any	any		grounded	Natural, Nether_Structures					any	
871	Pincurchin	1	uncommon	10	19	44	Coast, Ocean		any	any		seafloor	Water	minecraft:kelp_plant, minecraft:seagrass				TRUE	
871	Pincurchin	2	uncommon	6	19	44	Coast, Ocean		any	any		fishing			minLureLevel = 1			TRUE	
871	Pincurchin	3	common	2	19	44	Coast, Ocean		any	any	Lure3 x3	fishing		minLureLevel = 1				TRUE	
871	Pincurchin	4	uncommon	6	19	44	Coast, Ocean		any	any		fishing			minLureLevel = 1	8	15	FALSE	
871	Pincurchin	5	common	2	19	44	Coast, Ocean		any	any	Lure3 x3	fishing		minLureLevel = 1		8	15	FALSE	
871	Pincurchin	6	uncommon	10	19	44	Overworld		any	any		seafloor	Water	structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13				FALSE	
871	Pincurchin	7	uncommon	6	19	44	Overworld		any	any		fishing		structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13	minLureLevel = 1			FALSE	
871	Pincurchin	8	common	2	19	44	Overworld		any	any	Lure3 x3	fishing		minLureLevel = 1, structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13				FALSE	
874	Stonjourner	1	rare	2	22	47	Plains		any	any		grounded	Natural, Wild		structure:cobblemon:ruins/stonjourner_henge_ruins, timeRange  = "dusk"	8	15		
874	Stonjourner	2	uncommon	10	22	47	Plains		dusk	any		grounded	Natural, Wild		structure:cobblemon:ruins/stonjourner_henge_ruins	8	15		
874	Stonjourner	3	common	20	22	47	Overworld		any	any	Dusk x5	grounded	Natural	structure:cobblemon:ruins/stonjourner_henge_ruins		8	15		
875	Eiscue	1	common	6	22	47	Frozen Ocean		any	any		grounded	Natural			8	15		
875	Eiscue	2	common	2	22	47	Frozen Ocean		any	any		surface	Water			8	15		
875	Eiscue	3	common	2	22	47	Frozen Ocean, Glacial, Tundra		any	any	Lure2 x3, Lure3 x5	fishing				8	15		
878	Cufant	1	uncommon	5.04	8	33	Badlands, Hills, Savanna	Freezing	any	any	Night x0.25	grounded	Natural, Wild			8	15		
879	Copperajah	1	uncommon	0.96	34	50	Badlands, Hills, Savanna	Freezing	any	any	Night x0.25	grounded	Natural, Wild			8	15		
885	Dreepy	1	ultra-rare	6	2	27	Coast, Ocean		any	any	Dusk x5	grounded	Natural			8	15		
885	Dreepy	2	ultra-rare	6	2	27	Coast, Ocean		dusk	any		surface	Water			8	15		
885	Dreepy	3	ultra-rare	6	2	27	Coast, Ocean		any	any	Dusk x5	fishing						TRUE	
